嚴重程度,時,分,區,天候,光線,道路類別,速限,道路型態,事故位置,路面狀態,路面缺陷,障礙物,視距,號誌種類,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,車輛用途,當事者行動狀態,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職業
0,18,17,大甲區,8,3,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,1,6,6,22
0,18,26,北區,8,3,5,30,3,1,5,4,5,7,4,16,6,2,8,1,7,6,1,2,14,6,6,22
0,18,32,北屯區,8,3,5,50,14,9,5,1,5,7,4,12,43,3,10,1,7,8,1,2,2,43,43,21
0,18,33,北區,8,3,5,50,4,1,5,4,5,7,4,16,19,3,10,1,7,1,1,2,14,19,19,22
0,18,35,北區,8,3,5,50,5,4,1,4,5,7,1,13,23,3,10,1,7,9,1,2,1,23,23,5
0,18,40,龍井區,8,3,5,30,3,2,5,4,5,7,4,29,23,2,9,3,7,9,1,2,14,23,23,22
1,18,42,龍井區,8,3,5,30,11,9,5,4,5,7,4,17,23,2,9,3,7,9,1,2,11,23,23,22
0,18,48,太平區,8,3,5,50,3,1,5,4,5,7,1,13,16,3,10,1,7,9,1,2,1,16,16,3
1,18,49,沙鹿區,8,3,5,40,4,2,5,4,5,7,2,17,4,2,8,1,7,1,1,2,11,4,4,20
0,18,49,豐原區,8,1,5,50,4,1,5,4,5,7,1,12,17,3,10,3,7,9,1,2,5,17,17,21
1,19,6,烏日區,8,3,5,50,3,1,5,4,5,7,4,9,23,2,9,1,7,9,1,2,11,23,23,21
0,19,9,南屯區,8,3,5,50,14,9,5,4,5,7,4,13,23,2,8,1,7,12,3,2,11,23,23,4
0,19,13,西屯區,8,3,5,50,3,1,5,4,5,7,1,16,25,3,10,1,7,9,1,2,2,25,25,4
0,19,14,西區,8,3,5,50,14,7,5,4,5,7,4,18,42,2,9,3,7,9,1,2,14,42,42,21
1,19,15,清水區,8,3,5,50,4,1,5,4,5,7,1,16,25,2,9,1,7,5,1,2,11,25,25,19
0,19,41,南屯區,8,2,5,50,4,1,5,4,5,7,4,16,23,3,10,1,7,5,1,2,8,23,23,19
0,19,51,潭子區,8,3,5,40,14,8,5,4,5,7,4,27,44,2,9,1,7,9,1,2,11,44,44,22
0,19,58,北區,8,3,5,50,4,1,5,4,5,7,2,13,26,3,10,1,7,9,1,2,3,26,26,22
0,20,14,梧棲區,8,3,5,50,4,1,5,4,5,7,1,15,25,3,10,1,7,9,1,2,14,25,25,21
0,20,23,石岡區,7,3,5,70,14,9,5,4,5,7,4,12,7,3,10,1,7,8,1,2,5,7,7,9
0,20,37,東區,8,3,5,50,4,2,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,5
0,20,49,北屯區,8,3,5,50,14,7,5,4,5,7,4,13,16,3,10,1,7,9,1,2,1,16,16,4
1,21,0,南屯區,8,3,5,50,14,7,5,4,5,7,1,12,13,2,9,1,7,9,1,2,11,13,13,22
0,21,2,太平區,8,1,5,50,3,1,5,4,5,7,2,13,23,3,10,1,7,9,1,2,1,23,23,21
0,21,17,南屯區,8,3,5,50,4,1,5,4,5,7,2,16,6,3,10,1,7,6,1,2,6,6,6,18
0,21,25,西屯區,8,3,5,50,3,1,5,4,5,7,4,16,6,3,10,3,7,5,7,2,7,6,6,22
0,21,33,西屯區,8,3,5,50,14,8,5,4,5,7,4,17,40,3,10,1,7,14,1,2,6,40,40,4
1,21,44,西屯區,8,3,5,50,3,2,5,4,5,7,4,12,7,2,9,1,7,9,1,2,12,23,7,21
1,22,5,豐原區,8,3,5,30,14,9,5,4,5,7,4,9,42,2,9,3,7,9,1,2,14,42,42,22
0,22,15,南區,8,3,5,50,4,1,5,4,5,7,1,17,23,2,9,1,7,9,1,2,14,23,23,21
0,22,43,西區,8,3,5,50,14,7,5,4,5,7,4,17,19,3,10,1,7,1,1,2,1,19,19,19
0,23,12,太平區,8,1,5,50,14,9,5,4,5,7,4,16,23,2,9,1,7,4,1,2,12,23,23,21
0,2,15,中區,8,3,5,50,4,1,5,4,5,7,4,17,26,2,9,1,7,5,1,2,4,26,26,21
1,3,39,北區,8,3,5,50,4,1,5,4,5,7,2,17,6,2,9,1,7,5,1,3,12,6,6,22
0,5,56,神岡區,8,1,5,25,14,9,5,4,5,7,4,18,42,2,9,1,7,9,8,2,15,42,42,21
0,6,10,豐原區,8,1,5,50,3,1,5,4,5,7,1,16,26,3,10,1,7,9,1,2,5,26,26,22
0,6,50,西屯區,8,1,5,50,4,1,5,4,5,7,1,16,10,3,10,1,7,11,1,1,7,10,10,21
1,7,5,大雅區,8,1,5,50,14,9,5,4,5,7,4,12,23,2,9,1,7,9,1,9,11,23,23,22
0,7,16,霧峰區,8,1,5,30,14,9,5,4,5,7,4,11,23,2,9,3,7,6,1,2,11,23,23,21
1,7,18,西屯區,8,1,5,50,4,1,5,4,5,7,1,16,7,2,7,1,7,7,1,2,13,7,7,21
1,7,29,西屯區,8,1,5,50,14,9,5,4,5,7,4,9,44,2,8,1,7,9,1,2,11,44,44,22
0,7,29,西屯區,8,1,5,50,14,9,5,4,5,7,4,12,7,3,10,1,7,7,1,2,14,7,7,22
1,7,30,大甲區,8,1,5,50,3,8,5,4,5,7,4,13,16,2,7,1,7,9,1,2,11,16,16,21
0,7,34,西區,8,1,5,50,14,9,5,4,5,7,4,17,38,3,10,1,7,14,1,2,2,38,38,2
0,7,35,東勢區,8,1,5,60,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,2,6,6,9
0,7,36,龍井區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,9,1,7,5,1,2,12,6,6,22
0,7,38,沙鹿區,8,1,5,50,3,1,5,4,5,7,3,13,23,3,10,1,7,9,1,2,1,23,23,19
0,7,40,龍井區,8,1,5,30,14,9,5,4,5,7,4,17,42,2,9,1,7,6,1,2,12,42,42,9
0,7,45,大里區,8,1,5,50,14,9,5,4,5,7,4,18,23,2,9,1,7,9,1,2,14,23,23,4
0,7,50,霧峰區,8,1,5,50,4,2,5,4,5,7,1,13,23,3,10,1,7,9,1,2,8,23,23,2
0,7,50,神岡區,8,1,5,60,14,7,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,18
1,7,55,南屯區,8,1,5,50,14,9,5,4,5,7,4,16,6,2,9,3,7,6,1,1,12,6,6,12
0,7,55,太平區,8,1,5,30,3,1,5,4,5,7,4,16,6,2,9,1,7,9,1,2,12,6,6,21
0,7,56,清水區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,3,7,9,1,2,12,6,6,21
0,7,58,潭子區,8,1,5,50,5,1,5,4,5,7,1,16,26,2,9,1,7,5,1,2,11,26,26,22
1,8,16,西屯區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,3,7,9,1,2,11,6,6,22
1,8,20,西屯區,8,1,5,50,3,1,5,4,5,7,3,16,6,2,9,1,7,5,1,2,14,6,6,22
0,8,20,烏日區,8,1,5,60,4,1,5,4,5,7,2,13,23,2,9,1,7,9,1,2,11,23,23,21
0,8,22,西屯區,8,1,5,40,14,8,5,4,5,7,4,17,42,3,10,1,7,9,1,2,15,42,42,22
1,8,26,霧峰區,8,1,5,40,5,2,5,4,5,7,1,12,6,2,8,3,7,6,1,2,11,6,6,21
1,8,34,沙鹿區,8,1,5,50,14,7,5,4,5,7,4,17,8,2,9,1,7,5,1,2,14,8,8,20
0,8,40,東勢區,8,1,5,50,4,1,5,4,5,7,1,17,6,2,9,1,7,5,1,2,14,6,6,9
0,8,45,神岡區,8,1,5,50,14,7,5,4,5,7,4,17,6,3,10,1,7,11,1,2,6,6,6,12
1,8,55,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,14,6,2
0,8,58,潭子區,8,1,5,40,4,1,5,4,5,7,1,17,27,3,10,1,7,6,1,11,12,27,27,22
1,9,1,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,11,14,6,4
1,9,3,西屯區,8,1,5,50,3,1,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,22
0,9,4,梧棲區,8,1,5,70,4,1,5,4,5,7,1,16,25,2,9,1,7,9,3,2,11,25,25,19
0,9,20,東區,8,1,5,50,5,1,5,4,5,7,1,16,19,2,9,1,7,6,1,2,12,44,19,22
0,9,30,西屯區,8,1,5,40,14,8,5,4,5,7,4,29,43,2,9,1,7,9,1,2,14,43,43,22
1,9,37,西屯區,8,1,5,40,3,4,5,4,5,7,2,13,16,2,8,1,7,9,1,2,11,16,16,22
0,9,42,南屯區,8,1,5,40,14,8,5,4,5,7,4,13,16,2,8,1,7,9,1,2,11,16,16,5
0,9,43,西屯區,8,1,5,50,14,9,5,4,5,7,4,13,23,3,10,1,7,9,1,1,11,23,23,22
0,9,45,梧棲區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,9
1,10,6,大里區,8,1,5,50,4,1,5,4,5,7,1,15,26,2,8,1,7,9,1,2,12,26,26,4
1,10,17,北區,8,1,5,50,14,7,5,4,5,7,4,12,16,2,9,1,7,9,1,2,14,16,16,18
1,10,33,北區,8,1,5,50,5,1,5,4,5,7,2,16,42,2,9,1,7,9,1,2,14,42,42,22
0,10,35,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,3,7,6,1,2,2,6,6,12
0,10,41,南屯區,8,1,5,40,14,8,5,4,5,7,4,17,40,3,10,1,7,13,1,2,4,40,40,22
0,10,49,烏日區,8,1,5,50,14,9,5,4,5,7,4,12,19,3,10,1,7,1,1,2,8,19,19,22
0,10,50,北屯區,8,1,5,50,14,7,5,4,5,7,4,16,23,3,10,1,7,9,1,2,1,23,23,21
0,10,59,西屯區,8,1,5,1,14,20,5,4,5,7,4,9,43,3,10,3,7,9,1,2,15,43,43,22
1,11,4,霧峰區,8,1,5,50,14,9,5,4,5,7,4,12,7,3,10,3,7,8,1,2,6,7,7,21
0,11,24,南屯區,8,1,5,50,14,8,5,4,5,7,4,12,7,3,10,3,7,8,1,2,2,7,7,21
1,11,25,大里區,8,1,5,50,4,1,5,4,5,7,1,16,25,2,9,1,7,5,6,2,11,25,25,20
0,11,35,北屯區,8,1,5,50,3,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,6,6,6,22
1,11,36,西區,8,1,5,50,4,1,5,4,5,7,1,16,8,2,9,1,7,5,1,2,11,8,8,5
0,11,44,豐原區,8,1,5,50,5,1,5,4,5,7,3,16,6,3,10,1,7,6,1,2,11,6,6,22
0,11,50,東勢區,8,1,5,50,3,1,5,4,5,7,3,16,6,3,10,1,7,6,1,2,8,6,6,22
0,11,59,大甲區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,2,6,6,22
1,12,7,烏日區,8,1,5,60,4,1,5,4,5,7,1,16,25,2,9,1,7,9,1,2,14,25,25,22
1,12,10,東區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,7,1,7,9,1,2,11,6,6,22
0,12,22,西屯區,8,1,5,50,14,9,5,4,5,7,4,16,26,3,10,3,7,11,1,2,4,26,26,21
0,12,30,大肚區,8,1,5,50,3,4,5,4,5,7,1,12,23,3,10,1,7,9,1,2,8,23,23,2
0,12,30,大肚區,8,1,5,50,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,7,6,6,2
0,12,38,烏日區,8,1,5,30,14,9,5,4,5,7,4,10,5,3,10,1,7,9,1,1,8,5,5,21
0,12,39,北區,8,1,5,50,5,1,5,4,5,7,2,16,6,3,10,1,7,6,1,2,2,6,6,22
0,12,58,西屯區,8,1,5,50,14,9,5,4,5,7,4,13,23,2,1,1,7,9,1,2,11,23,23,22
0,13,14,北區,8,1,5,50,4,1,5,4,5,7,2,11,6,3,10,1,7,5,1,2,6,6,6,2
0,13,42,東區,8,1,5,40,14,8,5,4,5,7,4,17,43,2,8,1,7,9,1,2,12,43,43,20
0,13,43,西屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,6,6,6,22
0,13,54,潭子區,8,1,5,50,4,1,5,4,5,7,3,16,6,2,9,1,7,5,1,2,12,6,6,22
0,13,55,太平區,8,1,5,50,14,9,5,4,5,7,4,14,12,3,10,1,7,2,1,2,6,12,12,21
0,13,55,清水區,8,1,5,70,14,8,5,4,5,7,4,12,7,3,10,1,6,8,1,2,2,7,7,22
0,14,0,大甲區,8,1,5,50,4,1,5,4,5,7,1,16,10,3,10,1,7,11,1,2,8,10,10,20
1,14,3,南屯區,8,1,5,40,4,1,5,4,5,7,1,15,25,3,10,3,7,9,1,1,2,25,25,12
0,14,13,北屯區,8,1,5,40,14,8,5,4,5,7,4,16,23,2,9,1,7,9,1,2,11,23,23,21
0,14,38,后里區,8,1,5,50,4,1,5,4,5,7,3,15,6,3,10,1,7,9,1,2,1,6,6,21
0,14,48,沙鹿區,8,1,5,50,14,7,5,4,5,7,4,16,19,3,10,1,7,1,1,2,8,19,19,22
1,15,13,北區,8,1,5,50,3,1,5,4,5,7,1,13,23,2,7,1,7,9,1,2,11,23,23,5
1,15,19,北區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,3,1,7,5,1,2,12,6,6,22
0,15,48,大里區,8,1,5,50,4,1,5,4,5,7,1,12,6,3,10,1,7,6,1,2,5,6,6,4
0,15,48,沙鹿區,8,1,5,50,14,7,5,4,5,5,4,17,19,3,10,1,7,1,1,2,7,19,19,9
0,15,49,北區,8,1,5,50,3,1,5,4,5,7,4,17,1,2,9,1,7,9,6,2,12,1,1,22
0,15,50,西屯區,8,1,5,50,4,1,5,4,5,7,4,16,10,3,10,3,7,11,1,2,5,10,10,21
0,15,50,大甲區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,3,2,12,6,6,22
1,16,25,沙鹿區,8,1,5,50,4,1,5,4,5,7,4,15,23,2,6,1,7,9,1,2,11,6,6,21
1,16,38,大肚區,8,1,5,50,14,9,5,4,5,7,4,17,40,2,7,1,7,13,1,2,4,40,40,19
0,16,48,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,5,6,6,21
0,16,55,大肚區,8,1,5,50,4,2,5,4,5,7,1,16,9,3,10,1,7,6,1,2,5,9,9,2
0,17,2,龍井區,8,1,5,50,4,2,5,4,5,7,4,9,42,3,10,1,7,6,1,2,2,42,42,22
0,17,4,西屯區,8,1,5,50,4,1,5,4,5,7,4,17,6,3,10,1,7,5,1,2,5,6,6,21
0,17,6,霧峰區,8,1,5,40,3,2,5,4,5,7,4,18,42,2,9,1,7,12,3,2,12,42,42,21
1,17,18,東勢區,8,1,5,40,3,9,5,4,5,7,4,16,16,2,9,1,7,9,1,2,11,16,16,22
0,17,19,后里區,8,1,5,60,11,7,5,4,5,7,4,20,23,3,10,1,7,9,1,2,5,23,23,22
0,17,20,烏日區,8,1,5,50,4,1,5,4,5,7,3,15,6,2,9,1,7,1,1,2,14,6,6,21
0,17,24,豐原區,8,3,5,50,14,9,5,4,5,7,4,16,6,3,10,1,7,5,1,2,1,6,6,22
0,17,26,北區,8,1,5,50,4,4,5,4,5,7,1,13,16,3,10,1,7,12,1,2,11,16,16,5
0,17,35,西屯區,8,1,5,40,3,1,5,4,5,7,4,9,42,3,10,1,7,9,1,2,15,42,42,10
0,17,37,太平區,8,1,5,50,4,2,5,4,5,7,2,16,26,2,8,1,7,11,1,2,11,26,26,5
0,17,37,沙鹿區,8,1,5,30,4,1,5,4,5,7,4,3,23,3,10,1,7,5,1,2,1,23,23,4
1,17,50,梧棲區,8,1,5,50,4,2,5,4,5,7,1,16,23,3,10,1,7,6,6,2,8,23,23,21
0,18,7,南屯區,8,3,5,50,14,8,5,4,5,7,4,9,4,3,10,1,7,9,1,2,14,4,4,22
1,18,14,南屯區,8,2,5,40,3,1,5,4,5,7,4,16,6,2,8,1,7,5,1,2,11,6,6,18
0,18,16,西區,8,3,5,50,4,1,5,4,5,7,2,16,6,3,10,1,7,11,1,2,2,6,6,21
0,18,30,大雅區,8,3,5,50,14,9,5,4,5,7,4,17,19,3,10,1,7,1,6,2,1,19,19,22
1,18,30,西屯區,8,1,5,30,14,9,5,4,5,7,4,17,10,2,9,1,7,11,1,2,14,10,10,21
0,18,33,西屯區,8,3,5,50,4,1,5,4,5,7,3,16,26,2,7,1,7,5,1,2,14,26,26,21
1,18,38,大里區,8,3,5,60,4,1,5,4,5,7,1,16,26,2,9,1,7,5,6,2,12,26,26,22
1,18,54,太平區,8,2,5,50,4,1,5,4,5,7,1,16,16,2,9,1,7,9,1,2,11,16,16,18
0,19,0,大肚區,8,3,5,30,3,1,5,4,5,7,4,17,23,2,8,1,7,9,1,2,14,23,23,4
0,19,23,大肚區,8,3,5,30,3,2,5,4,5,7,4,17,6,3,10,1,7,5,1,2,15,6,6,22
0,19,37,北區,8,3,5,50,3,1,5,4,5,7,4,12,6,3,10,1,7,6,1,2,5,6,6,22
0,19,47,太平區,8,3,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,11,6,6,19
1,19,50,龍井區,8,3,5,50,4,1,5,4,5,7,3,17,19,2,9,1,7,9,1,2,11,44,19,22
0,20,0,北區,8,3,5,50,11,8,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,5
0,20,0,西屯區,8,3,5,40,14,9,5,4,5,7,4,17,19,3,10,1,7,1,1,2,7,19,19,22
0,20,7,南屯區,8,3,5,50,14,12,5,4,5,7,4,3,23,3,10,1,7,9,1,2,11,23,23,22
0,20,17,西屯區,8,3,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,21
0,21,0,西區,8,3,5,50,5,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,14,6,6,5
0,21,3,東區,8,3,5,50,4,3,5,4,5,7,2,13,23,3,10,1,7,9,1,2,5,23,23,21
0,21,9,豐原區,8,3,5,50,4,3,5,4,5,7,1,17,12,3,10,1,7,2,1,2,8,12,12,22
0,21,15,烏日區,8,1,5,30,11,9,5,4,5,7,2,13,23,3,10,1,7,9,1,2,8,23,23,23
0,21,22,西屯區,8,3,5,50,14,8,5,4,5,7,4,17,6,2,9,1,7,5,1,2,12,6,6,21
1,21,33,后里區,8,3,5,50,5,1,5,4,5,7,1,16,6,2,9,1,7,6,1,2,12,6,6,21
0,21,50,神岡區,8,3,5,50,14,9,5,4,5,7,4,17,26,3,10,1,7,11,1,2,7,26,26,21
1,22,19,太平區,8,3,5,50,14,7,5,4,5,7,4,3,53,2,9,4,8,18,8,10,16,53,53,4
0,22,19,沙鹿區,8,3,5,50,11,9,5,4,5,7,4,29,42,2,9,3,7,15,1,2,14,42,42,18
1,22,27,大里區,8,3,5,50,4,1,5,4,5,7,4,16,6,2,8,1,7,5,2,2,12,6,6,22
0,22,32,沙鹿區,8,3,5,40,14,8,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,18
1,23,6,大雅區,8,3,5,50,4,1,5,4,5,7,3,15,6,2,9,1,7,9,1,2,11,6,6,22
1,23,20,西屯區,8,3,5,30,4,1,5,4,5,7,4,16,6,2,8,1,7,5,1,2,14,6,6,4
1,23,22,北區,8,3,5,50,14,7,5,4,5,7,1,17,16,2,9,1,7,9,1,2,11,16,16,22
0,23,33,西屯區,8,3,5,40,3,1,5,4,5,7,2,16,42,3,10,3,7,15,5,2,2,42,42,22
0,23,41,南屯區,8,1,5,30,14,7,5,4,5,7,4,17,19,2,9,1,7,1,1,2,11,19,19,22
1,23,52,西屯區,8,3,5,30,4,1,5,4,5,7,4,16,6,2,9,1,7,9,1,2,14,6,6,4
0,0,30,烏日區,8,3,5,50,8,9,5,4,5,7,4,17,23,2,7,1,7,9,1,2,11,23,23,21
1,2,22,東區,8,3,5,50,5,1,5,4,5,7,1,15,44,2,9,1,7,9,1,2,14,44,44,21
0,6,50,西屯區,8,1,5,50,14,9,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,4
0,6,55,外埔區,8,1,5,30,14,9,5,4,5,7,4,16,6,3,10,3,7,5,1,2,8,6,6,21
0,6,58,沙鹿區,8,3,5,50,14,9,5,4,5,7,4,27,42,2,9,1,7,9,8,2,16,42,42,9
0,7,4,南屯區,8,1,5,40,14,8,5,4,5,7,4,18,42,2,8,1,7,9,1,2,14,42,42,21
0,7,5,烏日區,8,1,5,60,14,13,5,4,5,7,4,17,42,2,9,1,7,15,1,2,11,42,42,21
0,7,16,北屯區,8,1,5,50,4,1,5,4,5,7,2,13,16,2,9,1,7,9,1,2,11,16,16,21
0,7,17,梧棲區,8,1,5,40,3,1,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,12
1,7,30,南屯區,8,1,5,50,3,1,5,4,5,7,4,6,51,2,9,3,8,18,8,2,16,51,51,22
1,7,40,大里區,8,1,5,40,4,12,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,5
0,7,51,西屯區,8,1,5,40,14,8,5,4,5,7,4,17,42,3,10,1,7,14,1,2,8,42,42,12
0,7,52,西屯區,8,1,5,50,3,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,13,6,6,22
0,7,54,梧棲區,8,1,5,40,14,8,5,4,5,7,4,12,7,3,10,1,7,8,3,2,2,7,7,20
1,7,56,神岡區,8,1,5,50,4,1,5,4,5,7,1,15,42,2,9,1,7,9,1,2,14,42,42,22
0,8,0,西區,8,1,5,50,4,1,5,4,5,7,1,3,15,3,10,1,7,5,1,2,4,15,15,2
1,8,5,后里區,8,1,5,40,5,1,5,4,5,7,1,16,8,2,9,1,7,5,1,2,12,8,8,20
1,8,6,西屯區,8,1,5,50,14,9,5,4,5,7,4,13,23,2,9,3,7,9,6,2,11,23,23,22
0,8,10,東區,8,1,5,50,4,1,5,4,5,7,2,12,1,3,10,1,7,9,1,2,2,1,1,22
0,8,26,南區,8,1,5,50,5,1,5,4,5,7,1,16,26,2,9,1,7,15,1,2,14,26,26,22
0,8,27,北區,8,1,5,50,14,8,5,4,5,7,1,9,43,3,10,1,7,9,1,1,15,43,43,5
0,8,29,豐原區,8,1,5,50,3,1,5,4,5,7,4,16,10,3,10,3,7,11,1,2,6,10,10,22
0,8,30,沙鹿區,8,1,5,50,11,8,5,4,5,7,4,18,23,2,9,1,7,9,6,2,14,23,23,21
1,8,40,梧棲區,8,1,5,50,3,1,5,4,5,7,4,16,8,3,10,1,7,5,1,2,7,8,8,12
0,8,45,北區,8,1,5,50,14,9,5,4,5,7,4,2,23,3,10,1,7,9,1,2,12,23,23,22
0,8,47,西屯區,8,1,5,50,14,9,5,4,5,7,4,12,1,2,9,1,7,7,1,2,11,1,1,12
1,8,53,大雅區,8,1,5,30,4,1,5,4,5,7,4,17,6,2,8,1,7,5,1,4,11,6,6,21
1,9,5,北區,8,1,5,40,4,1,5,4,5,7,1,13,16,2,7,1,7,9,1,2,11,16,16,22
0,9,13,東區,8,1,5,50,14,7,5,4,5,7,4,18,23,2,9,1,7,4,1,2,12,23,23,21
0,9,27,南屯區,8,1,5,40,3,1,5,4,5,7,1,15,23,2,9,3,7,9,1,2,11,23,23,22
0,9,37,北區,8,1,5,40,14,8,5,4,5,7,4,17,7,3,10,1,7,8,1,2,6,7,7,22
0,9,38,北區,8,1,5,50,4,2,5,4,5,7,4,17,42,2,8,1,7,9,6,2,15,42,42,22
0,9,46,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,3,7,5,1,2,1,6,6,22
0,9,55,北區,8,1,5,50,3,1,5,4,5,7,1,16,9,3,10,1,7,6,1,2,2,9,9,22
0,10,51,中區,8,1,5,50,4,1,5,4,5,7,1,15,25,3,10,1,7,9,1,2,1,25,25,5
1,10,55,大里區,8,1,5,50,3,1,5,4,5,7,4,12,9,2,9,1,7,9,1,2,11,23,9,18
0,11,19,西屯區,8,1,5,50,14,8,5,4,5,7,4,16,7,3,10,1,7,8,1,2,2,7,7,21
1,11,33,大肚區,8,1,5,30,3,1,5,4,5,7,4,16,6,2,9,4,7,5,8,2,16,6,6,22
0,11,42,西屯區,8,1,5,50,14,9,5,4,5,7,4,17,43,2,9,1,7,9,1,2,12,43,43,22
1,11,48,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,9,2,9,1,7,6,1,2,12,9,9,5
0,11,50,豐原區,8,1,5,50,14,7,5,4,5,7,4,17,26,3,10,1,7,11,1,2,15,26,26,21
1,11,57,大雅區,8,1,5,50,5,1,5,4,5,7,1,17,26,3,10,1,7,9,1,2,2,26,26,21
0,12,13,大雅區,8,1,5,60,14,9,5,4,5,7,4,12,23,2,9,1,7,9,1,2,11,23,23,22
0,12,25,北區,8,1,5,40,4,4,5,4,5,7,1,12,17,3,10,1,7,9,3,2,12,17,17,22
0,12,30,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,26,2,9,3,7,11,1,2,12,26,26,12
1,12,44,豐原區,8,1,5,50,5,9,5,4,5,7,1,17,42,2,9,3,7,9,1,2,11,42,42,22
0,12,47,太平區,8,1,5,50,14,9,5,4,5,7,4,16,1,3,10,1,7,4,1,2,2,1,1,5
0,12,51,霧峰區,8,1,5,70,3,2,5,4,5,7,1,10,4,2,9,3,7,9,1,2,11,4,4,21
1,13,0,南區,8,1,5,50,3,1,5,4,5,7,1,17,25,2,9,1,7,9,1,2,12,25,25,22
1,13,0,大里區,8,1,5,40,3,1,5,4,5,7,1,15,25,2,9,1,7,9,2,2,11,25,25,16
0,13,9,南區,8,1,5,50,14,9,5,4,5,7,4,12,23,2,4,1,7,9,1,2,14,23,23,21
0,13,10,清水區,8,1,5,30,13,9,5,4,5,7,4,25,17,3,10,1,7,6,1,2,7,17,17,12
0,13,21,大里區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,1,1,2,12,6,6,18
0,13,24,龍井區,8,1,5,50,3,1,5,4,5,7,4,18,44,2,8,1,7,9,1,2,14,44,44,5
1,13,33,西屯區,8,1,5,30,4,1,5,4,5,7,1,12,6,2,9,1,7,5,1,2,14,6,6,12
0,14,3,西屯區,8,1,5,40,14,8,5,4,5,7,4,18,43,2,9,3,7,15,1,2,12,43,43,22
0,14,11,清水區,8,1,5,50,14,9,5,4,5,7,4,16,10,3,10,1,7,11,1,2,4,10,10,2
1,14,17,西屯區,8,1,5,40,14,8,5,4,5,7,4,16,6,3,10,1,7,6,1,2,13,6,6,22
0,14,23,南屯區,8,1,5,50,4,1,5,4,5,7,4,17,17,3,10,1,7,9,1,2,7,17,17,22
0,14,24,南屯區,8,1,5,40,4,1,5,4,5,7,2,16,23,2,9,1,7,5,1,2,11,23,23,22
0,14,49,西屯區,8,1,5,50,14,9,5,4,5,7,1,16,42,3,10,3,7,9,1,2,1,23,42,22
0,15,1,新社區,8,1,5,40,4,9,5,4,5,7,4,16,6,3,10,1,7,9,1,2,1,6,6,22
1,15,19,大甲區,8,1,5,40,14,9,5,4,5,7,4,26,42,2,9,1,7,9,1,2,1,42,42,20
0,15,30,東區,8,1,5,50,5,1,5,4,5,7,2,16,26,2,6,1,7,9,1,2,14,26,26,5
1,15,39,北區,8,1,5,30,4,1,5,4,5,7,4,16,6,2,9,1,7,9,1,2,11,6,6,22
0,15,50,大里區,8,1,7,30,14,9,5,4,5,7,4,16,5,2,7,1,7,12,1,2,14,5,5,22
0,15,50,清水區,8,1,5,50,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,2,6,6,21
0,15,56,大里區,8,1,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,4,6,6,21
0,15,58,東區,8,1,5,40,14,8,5,4,5,7,4,17,19,3,10,1,7,1,1,2,8,19,19,5
0,16,0,烏日區,8,1,5,30,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,8,6,6,21
