嚴重程度,時,分,區,天候,光線,道路類別,速限,道路型態,事故位置,路面狀態,路面缺陷,障礙物,視距,號誌種類,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,車輛用途,當事者行動狀態,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職業
0,17,46,豐原區,8,1,5,50,5,9,5,4,5,7,4,16,6,2,8,3,7,5,1,2,11,6,6,22
0,18,2,豐原區,8,3,5,50,4,1,5,4,5,7,1,18,42,2,9,1,7,9,1,2,11,42,42,22
0,18,12,南屯區,8,1,5,50,3,2,5,4,5,7,4,16,26,3,10,1,7,5,1,2,5,26,26,22
1,18,20,南屯區,8,3,5,50,3,1,5,4,5,7,4,12,17,2,9,1,7,9,1,2,12,17,17,22
0,18,31,南屯區,8,3,5,50,3,2,5,4,5,7,4,12,7,3,10,1,7,7,1,1,8,7,7,22
0,18,38,北屯區,8,3,5,50,3,1,5,4,5,7,4,16,26,3,10,1,7,5,1,2,1,26,26,22
1,18,42,南屯區,8,3,5,50,14,9,5,4,5,7,4,13,23,3,10,1,7,9,1,2,1,23,23,21
0,18,45,豐原區,8,3,5,50,5,9,5,4,5,7,3,17,23,2,8,3,7,5,1,2,12,23,23,22
0,18,50,南屯區,8,3,5,50,4,1,5,4,5,7,2,16,6,2,9,1,7,5,1,2,14,6,6,22
0,19,3,烏日區,8,2,5,50,4,1,5,4,5,7,1,16,8,3,10,1,7,5,1,2,8,8,8,21
0,19,4,烏日區,8,3,5,50,4,2,5,4,5,7,1,13,23,3,10,1,7,1,1,2,8,23,23,21
0,19,9,沙鹿區,8,3,5,50,3,1,5,4,3,7,4,17,42,2,7,1,7,9,1,2,11,42,42,21
1,19,10,霧峰區,8,3,5,40,4,1,5,4,5,7,1,11,23,2,8,1,7,5,1,2,14,23,23,5
1,19,16,大里區,8,3,5,50,14,9,5,4,5,7,4,18,23,2,9,1,7,9,1,2,11,23,23,18
0,19,33,清水區,8,3,5,50,4,1,5,4,5,7,1,3,15,3,10,3,7,5,1,2,1,15,15,21
0,19,39,豐原區,8,3,5,50,3,2,5,4,5,7,1,18,21,2,9,1,7,6,1,8,14,21,21,22
0,19,51,南屯區,8,3,5,50,14,9,5,4,5,7,4,14,12,3,10,1,7,2,1,1,2,12,12,22
0,19,52,大里區,8,3,5,50,14,12,5,4,5,7,4,12,7,2,9,2,7,8,8,2,16,7,7,21
0,20,24,神岡區,8,1,5,30,9,9,5,4,5,7,4,14,12,3,10,1,7,2,1,2,7,12,12,21
1,20,28,大甲區,8,3,5,30,3,1,5,4,5,7,4,16,6,2,9,1,7,6,1,2,11,6,6,22
1,20,28,豐原區,7,3,5,50,14,9,5,4,5,7,4,17,23,2,7,3,7,9,1,2,14,44,23,21
1,20,40,清水區,8,3,5,50,4,1,5,4,5,7,3,16,7,2,9,1,7,8,1,2,12,7,7,21
0,20,53,烏日區,8,3,6,40,4,2,5,4,5,7,4,12,23,3,10,1,7,9,1,2,14,23,23,22
0,20,57,南屯區,8,3,5,50,4,7,5,4,5,7,4,23,23,2,9,1,7,9,1,2,11,23,23,21
0,20,57,霧峰區,8,3,5,40,3,2,5,4,5,7,4,27,44,2,9,1,7,9,1,2,12,44,44,4
0,21,44,東區,8,1,5,50,14,7,5,4,5,7,4,16,23,2,9,1,7,9,1,2,11,23,23,22
0,21,45,太平區,8,3,5,50,4,1,5,4,5,7,2,13,23,3,10,1,7,5,1,2,5,23,23,22
1,22,4,西屯區,7,3,5,30,4,1,5,4,5,7,4,16,6,2,9,1,7,9,1,2,13,6,6,22
1,22,5,北區,7,3,5,50,3,3,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,5
0,22,6,南區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,2,6,6,21
0,22,36,北區,8,3,5,50,14,9,5,4,5,7,4,16,19,3,10,1,7,1,1,2,8,19,19,22
0,22,52,東勢區,7,3,5,60,3,1,5,4,5,7,1,17,6,3,10,1,7,6,1,2,6,6,6,9
1,23,20,大雅區,8,4,5,50,3,1,5,4,5,7,4,16,6,2,9,1,7,6,1,2,11,6,6,22
0,0,11,大里區,8,3,5,50,4,2,5,4,5,7,1,13,23,2,5,1,7,9,3,2,11,23,23,22
0,0,21,西區,8,3,5,50,14,9,5,4,5,7,4,17,23,2,9,3,7,9,8,7,16,23,23,21
0,4,9,西屯區,8,3,5,40,8,8,5,4,5,7,4,13,21,2,9,3,7,9,1,8,11,21,21,22
0,4,29,中區,8,3,5,50,4,1,5,4,5,7,3,15,6,2,8,3,7,9,1,2,5,6,6,21
0,6,7,豐原區,8,2,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,6,1,1,5,6,6,22
0,6,50,大肚區,8,1,5,50,14,9,5,4,5,7,4,29,23,2,3,3,7,9,1,2,5,23,23,22
1,6,58,太平區,8,1,5,30,3,1,5,4,5,7,4,16,6,2,9,1,7,9,1,2,14,6,6,21
0,7,5,后里區,8,1,5,30,3,9,5,4,5,7,4,14,12,3,10,1,7,2,1,2,6,12,12,22
0,7,17,豐原區,8,1,5,50,3,1,5,4,5,7,2,13,42,2,9,3,7,9,1,2,11,42,42,22
0,7,22,太平區,8,1,5,50,5,1,5,4,5,7,1,16,3,3,10,1,7,5,1,2,7,3,3,5
0,7,23,東區,8,1,5,50,14,9,5,4,5,7,4,17,19,3,10,1,7,1,1,2,1,19,19,21
0,7,26,大雅區,8,1,5,50,14,9,5,4,5,7,4,12,7,2,9,1,7,7,1,2,14,7,7,22
1,7,27,清水區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,9,4,7,5,8,2,16,6,6,20
0,7,30,南屯區,8,1,5,40,14,8,5,2,5,7,4,18,44,2,9,1,7,9,1,2,12,44,44,5
0,7,37,龍井區,8,1,5,50,4,2,5,4,5,7,4,13,23,3,10,3,7,9,1,2,1,23,23,22
1,7,40,潭子區,8,1,5,50,14,9,5,4,5,7,4,17,16,2,9,1,7,9,1,2,11,16,16,22
0,7,43,西屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,2,9,1,7,5,1,2,14,6,6,4
0,7,46,北區,8,1,5,40,14,8,5,4,5,7,4,12,23,2,9,3,7,8,1,2,15,23,23,5
0,7,47,南屯區,8,1,5,50,14,8,5,4,5,7,4,18,42,2,9,1,7,9,1,2,14,42,42,4
0,7,48,北屯區,8,1,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,6,1,2,8,6,6,21
0,7,48,大里區,8,1,5,40,14,8,5,4,5,7,4,13,16,3,10,1,7,9,1,2,1,16,16,4
0,7,49,豐原區,8,1,5,30,4,1,5,4,5,7,3,17,6,2,9,1,7,9,4,2,14,6,6,22
0,8,9,太平區,8,1,5,50,5,2,5,4,5,7,1,13,16,3,10,1,7,9,1,2,1,16,16,4
0,8,10,豐原區,8,1,5,60,4,1,5,4,5,7,2,17,19,2,7,1,7,1,2,2,11,19,19,16
0,8,12,外埔區,8,1,5,50,14,13,5,4,5,7,4,17,42,3,10,1,7,15,1,11,3,42,42,22
0,8,13,西區,8,1,5,50,4,1,5,4,5,7,2,16,6,3,10,1,7,6,1,2,2,6,6,5
1,8,28,大甲區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,8,1,7,9,3,2,12,6,6,21
0,8,30,南屯區,8,1,5,50,14,7,5,4,5,7,4,18,42,2,7,1,7,15,1,2,14,42,42,22
0,8,35,潭子區,8,1,5,50,14,7,5,4,5,7,1,17,40,3,10,1,7,14,3,2,4,40,40,22
0,8,50,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,9,3,10,1,7,6,1,2,2,9,9,3
0,9,10,大甲區,8,1,5,50,4,1,5,4,5,7,4,16,8,2,4,1,7,5,1,2,12,8,8,21
0,9,17,西區,8,1,5,50,4,1,5,4,5,7,1,15,25,3,10,1,7,9,1,2,1,25,25,21
1,9,20,北屯區,8,1,5,50,4,1,5,4,5,7,1,17,6,2,9,1,7,5,1,2,12,6,6,21
0,9,30,豐原區,8,1,5,50,14,7,5,4,5,7,4,17,6,3,10,1,7,5,1,2,14,6,6,22
0,9,50,南屯區,8,1,5,50,4,2,5,4,5,7,1,17,25,2,9,1,7,9,1,2,12,25,25,22
0,9,50,太平區,8,1,5,50,3,1,5,4,5,7,4,12,26,2,9,1,7,9,1,2,12,26,26,21
0,10,9,東區,8,1,5,50,4,2,5,4,5,7,1,18,23,2,9,1,7,9,1,2,12,23,23,21
0,10,28,烏日區,8,1,5,50,4,1,5,4,5,7,2,15,25,3,10,1,7,9,1,2,2,25,25,21
0,10,32,太平區,8,1,5,50,3,2,5,4,5,7,3,13,16,2,9,1,7,9,1,2,11,16,16,5
0,10,46,清水區,8,1,5,50,4,1,5,4,5,7,1,17,25,3,10,3,7,6,1,2,15,25,25,21
0,10,55,南屯區,8,1,5,50,14,8,5,4,5,7,4,12,7,3,10,1,7,8,1,2,2,7,7,22
0,11,5,東區,8,1,5,50,14,7,5,4,5,7,4,17,40,3,10,1,7,14,1,2,4,40,40,3
1,11,6,大里區,8,1,5,50,5,1,5,4,5,7,4,3,23,2,9,1,7,9,1,2,11,23,23,19
0,11,9,大里區,8,1,5,40,4,1,5,4,5,7,1,15,25,3,10,1,7,9,1,2,2,25,25,9
0,11,12,南屯區,8,1,5,50,14,9,5,4,5,7,4,16,7,2,9,1,7,8,8,2,16,7,7,20
0,11,14,霧峰區,8,1,5,30,3,1,5,4,5,7,4,17,23,2,9,1,7,9,1,2,14,23,23,4
0,11,19,北區,8,1,5,50,5,1,5,4,5,7,2,17,19,2,9,1,7,1,6,2,11,19,19,22
0,11,28,大里區,8,1,5,50,3,2,5,4,5,7,1,13,16,2,8,1,7,9,1,2,11,16,16,12
0,11,32,龍井區,8,1,5,50,4,1,5,4,5,7,2,16,6,3,10,3,7,8,1,2,2,6,6,22
1,11,35,西區,8,1,5,50,4,1,5,4,5,7,4,12,26,2,9,1,7,11,1,2,15,26,26,21
0,11,40,大雅區,8,1,5,50,5,1,5,4,5,7,1,12,6,3,10,1,7,6,1,2,5,6,6,22
0,11,40,北區,8,1,5,30,14,9,5,4,5,7,4,16,19,3,10,1,7,1,1,2,1,19,19,21
1,11,40,沙鹿區,8,1,5,40,3,1,5,4,5,7,4,16,6,2,9,1,7,5,3,2,14,6,6,20
0,11,45,東區,8,1,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,1,1,2,8,6,6,4
0,11,50,太平區,8,1,5,50,4,1,5,4,5,7,1,16,19,3,10,1,7,1,1,2,8,19,19,5
1,11,57,北區,8,1,5,50,4,1,5,4,5,7,1,11,26,3,10,3,7,5,1,1,8,26,26,5
0,12,3,南屯區,8,1,5,50,14,8,5,4,5,7,4,16,19,3,10,1,7,1,1,2,8,19,19,22
0,12,15,中區,8,1,7,50,14,9,5,4,5,7,4,12,7,3,10,1,7,7,1,1,14,7,7,22
0,12,28,西區,8,1,5,50,3,1,5,4,5,7,4,3,9,3,10,1,7,6,1,2,14,9,9,21
0,12,29,豐原區,8,1,5,50,3,1,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,22
1,12,35,北屯區,8,1,5,50,4,1,5,4,5,7,1,17,10,2,9,1,7,5,1,2,15,44,10,21
0,12,37,南屯區,8,1,5,50,14,9,5,4,5,7,4,17,23,2,5,1,7,9,3,11,11,23,23,9
0,12,40,清水區,8,1,5,50,4,1,5,4,5,7,1,17,26,2,9,3,7,9,1,2,14,44,26,21
0,12,47,烏日區,8,1,5,50,3,1,5,4,5,7,1,12,44,3,10,1,7,5,1,2,5,44,44,10
0,12,48,西屯區,8,1,5,50,14,9,5,4,5,7,4,16,6,3,10,1,7,5,1,2,2,6,6,4
1,12,48,龍井區,8,1,5,50,3,2,5,4,5,7,4,16,6,2,9,3,7,5,1,2,14,6,6,22
0,12,51,中區,8,1,5,50,14,9,5,4,5,7,4,12,7,3,10,1,7,8,1,2,2,7,7,22
0,13,9,南屯區,8,1,5,50,3,9,5,4,4,7,4,13,23,2,9,1,7,5,1,1,1,23,23,21
0,13,12,大雅區,8,1,5,30,4,1,5,4,5,7,4,17,6,2,1,1,7,9,8,2,16,6,6,21
0,13,13,西屯區,8,1,5,50,14,7,5,4,5,7,4,16,26,3,10,1,7,4,1,1,11,26,26,22
0,13,22,北屯區,8,1,5,50,3,1,5,4,5,7,1,16,23,3,10,1,7,9,1,2,12,23,23,21
0,13,26,大雅區,8,1,5,50,5,1,5,4,5,7,4,16,6,2,9,1,7,5,1,2,11,6,6,22
1,13,37,西屯區,8,1,5,50,4,1,5,4,5,7,1,1,15,2,3,1,7,5,1,2,1,15,15,4
1,13,40,北屯區,8,1,5,50,3,1,5,4,5,7,4,16,26,2,8,1,7,9,1,2,11,26,26,22
1,13,44,北屯區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,3,7,9,1,2,11,6,6,21
0,13,46,西區,8,1,5,40,3,1,5,4,5,7,4,16,42,2,9,1,7,9,1,2,14,42,42,21
1,14,23,大里區,8,1,5,50,14,9,5,4,5,7,4,16,1,2,9,1,7,4,1,2,14,1,1,4
0,14,35,清水區,8,1,5,50,14,9,5,4,5,7,4,12,17,3,10,1,7,9,1,2,2,17,17,5
0,14,50,大雅區,8,1,5,50,4,1,5,4,5,7,1,17,6,3,10,1,7,6,1,2,2,6,6,21
0,15,4,太平區,8,1,5,50,14,9,5,4,5,7,4,12,17,3,10,1,7,9,1,2,15,17,17,6
1,15,15,沙鹿區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,9,1,7,6,3,2,12,6,6,20
0,15,15,大甲區,8,1,5,70,4,1,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,22
0,15,32,南屯區,8,1,5,50,14,9,5,4,5,7,1,13,16,2,7,1,7,9,1,2,1,16,16,21
0,15,42,豐原區,8,1,5,50,4,2,5,4,5,7,1,17,23,2,8,3,7,9,1,2,11,23,23,21
1,16,4,豐原區,8,1,5,30,4,1,5,4,5,7,2,17,25,2,7,1,7,9,1,2,2,25,25,22
0,16,11,西屯區,8,1,5,50,14,9,5,4,5,7,4,17,23,2,1,1,7,15,1,2,11,23,23,21
0,16,20,龍井區,8,3,5,50,14,9,5,4,5,7,4,12,19,2,9,1,7,1,1,2,14,19,19,22
1,16,30,沙鹿區,8,1,5,40,3,1,5,4,5,7,2,13,16,2,9,1,7,9,1,2,11,16,16,5
1,16,34,南屯區,8,1,5,50,4,4,5,4,5,7,1,13,23,2,8,1,7,9,1,2,11,23,23,21
0,16,38,北區,8,1,5,50,14,8,5,4,5,7,4,17,6,3,10,1,7,5,1,2,13,6,6,21
0,16,40,霧峰區,8,2,5,40,14,9,5,4,5,7,4,12,10,3,10,1,7,11,1,2,5,10,10,9
1,16,43,西區,8,1,5,50,4,1,5,4,4,7,4,16,6,2,9,1,7,6,1,2,12,6,6,5
1,16,49,南屯區,8,1,5,50,14,9,5,4,5,7,4,16,4,2,9,1,7,9,1,2,11,4,4,22
0,16,51,北屯區,8,1,5,50,3,1,5,4,5,7,4,3,51,2,9,4,8,16,8,10,16,51,51,22
0,16,54,東勢區,8,1,5,60,5,1,5,4,5,7,1,17,25,2,9,1,7,11,8,2,16,25,25,15
0,17,4,豐原區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,8,1,7,5,8,2,16,6,6,22
0,17,9,北屯區,8,1,5,50,3,2,5,4,5,7,4,13,23,2,9,3,7,9,1,2,12,23,23,21
0,17,15,霧峰區,8,1,5,50,14,7,5,4,5,7,4,16,19,3,10,1,7,1,1,2,8,19,19,18
1,17,17,北區,8,1,5,50,14,7,5,4,5,7,4,13,23,3,10,3,7,9,1,2,1,23,23,21
0,17,24,南屯區,8,1,5,50,5,1,5,4,5,7,2,12,26,2,9,1,7,5,3,2,14,26,26,22
1,17,25,大雅區,8,2,5,50,4,1,5,4,5,7,4,16,6,2,8,1,7,5,1,2,11,6,6,22
1,17,27,南屯區,8,1,5,50,3,9,5,4,5,7,4,9,51,2,9,4,8,16,8,1,16,51,51,21
0,17,30,南屯區,8,1,5,40,14,8,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,22
1,17,38,大雅區,8,1,5,50,5,1,5,4,5,7,1,17,25,2,8,1,7,9,1,2,11,25,25,21
0,17,38,西屯區,8,1,5,50,14,9,5,4,5,7,4,16,19,2,9,3,7,1,1,2,12,19,19,22
0,17,38,龍井區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,13,6,6,12
0,17,40,大里區,8,2,5,50,14,7,5,4,5,7,4,12,17,3,10,1,7,9,1,2,6,17,17,10
0,17,40,大甲區,8,1,5,50,14,9,5,4,5,7,4,12,17,3,10,1,7,9,1,2,2,42,17,21
0,17,45,大里區,8,2,5,40,3,1,5,4,5,7,4,16,6,2,9,1,7,5,1,2,11,6,6,5
1,18,20,豐原區,7,3,5,50,3,2,5,4,5,7,1,17,23,2,8,3,7,9,1,2,11,23,23,21
0,18,23,潭子區,8,3,5,50,4,12,5,4,5,7,1,17,23,3,10,1,7,6,1,4,4,23,23,21
0,18,40,烏日區,8,3,5,50,4,1,5,4,5,7,1,16,26,3,10,1,7,6,1,2,2,26,26,12
1,18,50,南區,8,3,5,50,14,9,5,4,5,7,4,17,23,2,9,1,7,9,1,2,12,23,23,22
1,18,51,西屯區,8,3,5,50,14,7,5,4,5,7,4,16,19,2,9,1,7,1,1,2,11,19,19,22
1,19,7,北區,8,3,5,50,3,1,5,4,5,7,4,17,16,2,9,1,7,9,1,2,11,16,16,21
0,19,39,南屯區,8,1,5,50,14,9,5,4,5,7,4,13,16,2,7,3,7,9,1,2,11,16,16,22
0,19,45,霧峰區,8,3,5,50,3,1,5,4,5,7,4,12,6,3,10,1,7,6,1,2,5,6,6,21
0,20,28,北屯區,8,3,5,50,4,1,5,4,5,7,1,16,25,2,8,3,7,9,1,2,12,25,25,21
0,20,30,清水區,8,3,5,50,14,20,5,4,5,7,4,18,26,3,10,1,7,11,1,8,14,26,26,5
0,20,42,南屯區,8,3,5,50,4,2,5,4,5,7,1,12,23,2,9,1,7,9,1,2,14,23,23,22
0,20,49,西屯區,8,3,5,50,3,1,5,4,5,7,4,16,8,3,10,3,7,5,1,2,8,8,8,22
0,20,56,龍井區,8,3,5,50,4,1,5,4,5,7,1,16,8,3,10,1,7,5,1,2,6,8,8,22
0,21,1,北區,8,1,5,50,14,8,5,4,5,7,4,9,23,3,10,1,7,9,1,2,11,23,23,21
0,21,1,大肚區,8,1,5,40,14,8,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,22
1,21,2,清水區,8,3,5,50,4,1,5,4,5,7,1,16,23,2,9,1,7,9,1,2,11,23,23,18
1,21,10,中區,8,3,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,1,6,6,21
0,21,20,南屯區,7,3,5,40,3,1,5,4,5,7,4,16,6,2,9,1,7,5,1,2,12,6,6,22
0,21,34,中區,8,3,5,50,4,1,5,4,5,7,1,16,19,3,10,1,7,1,4,2,4,19,19,21
0,21,35,大里區,8,3,5,50,4,1,5,4,5,7,1,12,10,3,10,1,7,11,1,2,8,10,10,21
0,21,48,北屯區,8,1,5,50,4,1,5,4,5,7,1,16,19,2,9,1,7,1,1,2,11,19,19,5
0,21,57,西區,8,3,5,50,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,5,6,6,22
0,22,5,清水區,8,3,5,50,11,9,5,4,5,1,4,12,23,3,10,1,7,9,1,8,5,23,23,5
0,22,39,南屯區,8,3,5,50,4,2,5,4,5,7,1,17,26,2,8,1,7,7,1,2,11,26,26,21
1,22,47,龍井區,8,3,5,50,3,2,5,4,5,7,4,17,26,2,8,3,7,9,1,2,11,44,26,22
0,22,53,西區,8,3,5,50,14,9,5,4,5,7,4,14,12,3,10,4,7,2,8,5,16,12,12,22
0,23,10,神岡區,7,3,5,30,14,9,5,4,5,7,4,18,42,5,1,4,7,9,8,11,16,42,42,20
0,23,27,北區,7,3,5,50,3,2,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,5
1,0,48,豐原區,8,4,5,50,3,2,5,4,5,7,3,12,16,2,9,1,7,9,2,2,12,16,16,22
0,1,10,大甲區,8,3,5,50,11,7,5,4,5,7,3,18,43,2,9,1,7,9,1,2,14,43,43,9
0,1,30,大雅區,8,3,5,50,4,1,5,4,5,7,2,16,16,2,9,1,7,9,1,2,14,16,16,22
1,2,41,太平區,8,3,5,50,3,1,5,4,5,7,4,29,42,2,7,1,7,9,1,2,14,42,42,22
0,5,43,北區,8,1,5,50,14,9,5,4,5,7,4,17,23,2,9,1,7,9,1,2,12,23,23,5
1,6,5,大里區,8,1,5,50,3,1,5,4,5,7,1,16,19,2,8,1,7,1,6,7,14,19,19,22
0,6,17,神岡區,8,2,5,30,11,9,5,4,5,7,4,11,5,3,10,3,7,5,1,2,8,5,5,22
0,6,23,沙鹿區,8,1,5,50,4,1,5,4,5,7,1,15,25,2,9,1,7,9,1,2,11,25,25,21
0,6,24,大雅區,8,1,5,40,14,8,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,22
0,6,40,大肚區,8,1,5,30,4,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,8,6,6,22
0,6,43,沙鹿區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,21
0,7,32,北屯區,8,2,5,50,14,9,5,4,5,7,4,11,5,2,1,1,7,9,1,2,8,5,5,21
0,7,36,北區,8,1,5,50,3,1,5,4,5,7,1,3,15,3,10,1,7,5,3,2,8,15,15,21
0,7,39,烏日區,8,1,5,50,14,7,5,4,5,7,4,12,23,3,10,1,7,14,1,2,4,42,23,21
1,7,49,豐原區,8,1,5,50,4,7,5,4,5,7,4,17,19,2,8,1,7,1,1,2,14,19,19,4
0,7,50,大雅區,8,1,5,50,3,1,5,4,5,7,4,17,6,2,9,1,7,5,8,2,16,6,6,21
0,8,0,豐原區,8,1,5,50,14,7,5,4,5,7,4,13,23,3,10,3,7,9,1,2,1,23,23,22
0,8,5,南屯區,8,1,5,30,14,9,5,4,5,7,4,17,6,3,10,1,7,5,1,2,8,6,6,22
1,8,11,東區,8,1,5,30,4,1,5,4,5,7,3,17,43,2,7,1,7,21,1,2,15,43,43,21
0,8,25,北屯區,8,1,5,50,14,9,5,4,5,7,4,17,42,2,7,1,7,9,1,2,13,42,42,21
0,8,36,北區,8,1,5,40,14,8,5,4,5,7,4,13,23,2,9,3,7,9,1,2,11,23,23,5
1,8,38,西屯區,8,1,5,50,14,9,5,4,5,7,4,12,16,2,9,1,7,9,1,2,12,16,16,22
1,8,40,清水區,8,1,5,50,4,1,5,4,5,7,1,16,42,2,9,1,7,9,1,2,14,42,42,3
1,8,55,南屯區,8,1,5,50,4,1,5,4,5,7,4,16,6,2,8,1,7,5,1,2,11,6,6,12
0,9,0,清水區,8,1,5,40,14,8,5,4,5,7,4,17,12,3,10,1,7,2,1,2,3,12,12,21
0,9,27,大里區,8,1,5,50,3,1,5,4,5,7,3,17,23,3,10,1,7,1,1,2,8,23,23,4
0,9,30,沙鹿區,8,1,5,50,14,9,5,4,5,7,4,2,42,3,10,1,7,9,1,2,13,42,42,4
0,9,40,清水區,8,1,5,50,4,1,5,4,5,7,3,12,8,2,9,1,7,5,3,2,14,8,8,19
0,9,48,南屯區,8,1,5,50,4,1,5,4,5,7,2,16,23,3,10,1,7,9,1,2,4,23,23,22
1,9,51,南屯區,8,1,5,50,14,8,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,22
1,9,53,霧峰區,8,1,5,70,4,8,5,4,5,7,4,16,11,2,9,1,7,11,1,2,12,11,11,5
0,9,55,東區,8,1,5,50,4,2,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,5
0,9,56,西屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,2,6,6,4
0,9,58,大雅區,8,1,5,50,14,9,5,4,5,7,4,17,19,3,10,1,7,1,3,2,11,19,19,21
0,10,4,西屯區,8,1,5,50,14,9,5,4,5,7,4,2,23,3,10,1,7,9,1,2,2,23,23,4
0,10,6,梧棲區,8,1,5,50,4,1,5,4,5,7,4,16,6,2,9,1,7,1,1,2,11,6,6,20
0,10,14,東區,8,1,5,30,4,1,5,4,5,7,4,15,23,3,10,1,7,9,1,2,8,23,23,21
0,10,19,西屯區,8,1,5,40,14,8,5,4,5,7,4,18,43,2,9,3,7,9,1,2,12,43,43,22
0,10,19,神岡區,8,1,7,20,12,9,5,4,5,7,4,18,42,2,9,4,7,12,8,2,16,42,42,22
1,10,35,豐原區,8,1,5,50,4,2,5,4,5,7,4,18,42,2,8,1,7,6,1,2,11,42,42,4
0,10,50,西區,8,1,5,50,4,1,5,4,5,7,1,16,6,2,9,1,7,6,1,2,12,6,6,21
0,11,12,東區,8,1,5,50,5,1,5,4,5,7,1,16,26,3,10,1,7,6,1,2,1,26,26,21
1,11,14,北區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,5,6,6,21
0,11,17,南區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,2,6,6,4
0,11,59,西屯區,8,1,5,50,4,1,5,4,5,7,1,16,23,2,9,1,7,5,1,2,12,23,23,4
0,12,6,潭子區,8,1,5,50,4,1,5,4,5,7,1,12,16,3,10,1,7,9,1,11,12,16,16,21
1,12,17,梧棲區,8,1,5,50,4,1,5,4,5,7,1,16,25,2,9,1,7,9,1,2,12,25,25,12
0,12,20,北屯區,8,1,5,60,3,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,2,6,6,21
0,12,27,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,6,6,6,22
0,12,27,北屯區,8,1,5,50,14,7,5,4,5,7,4,17,19,3,10,1,7,1,1,2,5,19,19,21
1,12,33,東勢區,8,1,5,50,4,1,5,4,5,7,1,16,6,2,9,1,7,5,1,2,14,6,6,21
0,12,48,西區,8,1,5,50,3,1,5,4,5,7,4,16,8,3,10,1,7,5,1,2,12,8,8,21
0,12,52,西屯區,8,1,5,40,3,1,5,4,5,7,1,17,43,3,10,1,7,1,1,11,15,43,43,4
0,12,57,大雅區,8,1,5,40,3,1,5,4,5,7,4,11,5,2,7,1,7,9,1,2,11,5,5,22
0,12,59,東區,8,1,5,50,14,9,5,4,5,7,4,17,19,3,10,1,7,1,1,2,3,19,19,21
0,13,0,后里區,8,1,5,50,4,1,5,4,5,7,1,16,8,3,10,1,7,5,1,2,5,8,8,21
1,13,7,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,5
0,13,34,神岡區,8,1,5,15,14,8,5,4,5,7,4,17,42,3,10,1,7,14,1,2,15,42,42,22
0,13,35,南屯區,8,1,5,50,14,9,5,4,5,7,4,13,23,3,10,1,7,9,1,2,5,23,23,22
1,13,35,霧峰區,8,1,5,40,14,8,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,4
1,13,37,南屯區,8,1,5,50,14,9,5,4,5,7,4,12,23,2,8,1,7,7,1,2,12,23,23,22
0,13,42,北屯區,8,1,5,50,3,2,5,4,5,7,4,16,6,3,10,1,7,6,1,2,2,6,6,21
0,13,52,北區,8,1,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,6,1,2,1,6,6,21
1,14,3,梧棲區,8,1,5,90,10,7,5,4,5,7,4,13,23,3,10,1,7,9,1,2,1,23,23,10
0,14,10,大里區,8,1,5,50,4,1,5,4,5,7,1,13,42,3,10,1,7,12,1,2,13,42,42,5
0,14,10,神岡區,8,1,5,50,3,2,5,4,5,7,1,13,23,3,10,1,7,9,1,2,1,23,23,21
